ID;First name;Last name;Username;Phone Number;Is active;Country;Zip code
96615830;Dina;Gałązka;alan.adamiec;73-622-74-24;true;PL;23-585
10191178;Walerian;Winiarski;wilfryd.wolny;57-848-01-79;true;PL;34-644
5223519;Grzegorz;Motyka;roman.kubica;69-498-65-21;false;PL;09-923
20;Rajmund;Włodarski;platon.bednarczyk;72-954-93-92;true;PL;88-835
0;Hugo;Gawron;zachariasz.gąsior;88-615-01-07;false;PL;84-600
3;Józefina;Dziuba;lilla.królikowski;66-220-42-64;false;PL;78-350
2797;Karolina;Wojtczak;michał.woźniak;50-344-36-63;false;PL;77-559
40275965;Malwina;Czajka;galfryd.milczarek;69-763-03-77;true;PL;93-663
414;Anastazja;Wesołowski;henryk.pawlak;51-999-57-48;true;PL;84-999
9922764;Irma;Maciejewski;krzysztof.żukowski;69-200-87-00;false;PL;10-260
78695;Rozalia;Wroński;liza.kisiel;53-307-55-32;false;PL;90-898
8;Angela;Bartczak;agaton.flak;57-642-60-71;true;PL;66-382
9141502;Ignacy;Konopka;serafina.sroka;73-413-94-16;true;PL;65-107
32857209;Walgierz;Kot;kornelia.kołodziejczyk;69-393-70-17;false;PL;79-188
655303724;Izolda;Adamski;zygmunt.witkowski;69-605-74-59;false;PL;22-513
6;Krzysztof;Przybyła;ariadna.bednarski;88-387-31-04;false;PL;67-498
9022;Bertrand;Kita;gerald.nowaczyk;88-914-69-87;false;PL;30-150
32848905;Monika;Skrzypczak;elżbieta.jakubowski;66-579-90-52;false;PL;57-478
0;Herbert;Szcześniak;bernard.kępa;79-534-86-95;true;PL;19-024
71;Pantaleon;Golec;brajan.popławski;51-278-56-68;true;PL;92-325
850;Penelopa;Kowal;aleksy.skrzypczak;60-261-02-11;false;PL;96-593
657811729;Archibald;Dobrowolski;herman.konieczny;88-897-78-15;true;PL;02-835
6262752;Anatol;Pietras;reginald.rusin;69-398-93-57;false;PL;19-163
992590;Wacław;Szymczak;jerzy.sobieraj;88-175-95-44;false;PL;59-024
0;Roderyk;Bochenek;gerazym.antczak;57-874-78-82;false;PL;39-415
34611034;Konstantyn;Tomczak;mateusz.frątczak;78-036-45-70;true;PL;54-508
95408303;Konstancja;Zieliński;małgorzata.turek;88-641-50-13;true;PL;43-357
110766479;Salomon;Żurek;krystyna.janus;57-335-84-77;false;PL;51-362
800;Leonard;Filipowicz;leonard.młynarczyk;79-147-50-69;true;PL;92-017
306;Magdalena;Michalik;ksenia.dobrowolski;50-251-68-36;true;PL;94-072
98763226;Anatol;Kędziora;helena.zakrzewski;88-437-03-04;true;PL;10-771
147080;Fryderyk;Lewandowski;hanna.głowacki;88-365-29-90;false;PL;05-347
84831268;Konstanty;Bielawski;nazariusz.wójcicki;51-705-98-63;true;PL;10-897
8618201;Innocenty;Cieślak;luiza.majka;57-034-00-84;false;PL;33-265
9;Filipa;Dudziński;rudolf.kowalik;73-602-92-11;false;PL;91-660
490676;Walgierz;Morawski;august.wojtkowiak;72-616-55-30;true;PL;71-518
467762006;Joanna;Filipek;janusz.szczęsny;78-619-02-18;true;PL;55-767
83237;Tobiasz;Kaczmarek;adelajda.grzegorczyk;69-743-10-83;true;PL;83-359
0;Irma;Jaworski;tamara.janiak;88-101-23-14;false;PL;42-175
161283;Galfryd;Sikorski;eudoksja.dziuba;57-522-68-76;true;PL;83-331
65;Gerald;Mróz;florian.gawroński;88-637-84-28;true;PL;92-400
2622;Aaron;Rosiński;zachary.skowron;88-549-38-54;false;PL;87-721
645807955;Koralia;Kowalczuk;bernard.trzciński;57-301-01-83;false;PL;75-083
27423064;Janina;Woś;juliusz.biernacki;57-150-98-47;true;PL;97-748
5634566;Leila;Tkaczyk;oskar.zych;72-273-31-06;true;PL;91-453
74642;Ewelina;Frątczak;patryk.kulesza;79-530-69-80;true;PL;71-310
909460198;Marceli;Lipski;filip.głąb;53-767-80-44;false;PL;19-897
934858;Atanazy;Nowacki;walentyn.kos;50-341-69-44;true;PL;60-032
929409;Maksym;Borowiec;hilarion.strzelecki;72-555-29-54;false;PL;75-186
58;Robert;Łuczak;konstancja.zakrzewski;66-503-91-63;true;PL;21-421
39278390;Marcin;Mierzejewski;lilia.juszczak;60-252-43-55;true;PL;27-724
2185444;Walentyn;Mucha;konstanty.marek;72-310-87-80;false;PL;25-533
7202;Rozalia;Stępień;alwar.piechota;88-045-64-28;true;PL;60-201
7;Kira;Wasilewski;judyta.grzesik;69-472-61-65;false;PL;68-265
5313338;Marcin;Dąbek;aaron.czyżewski;60-308-93-35;false;PL;64-663
149413;Elwira;Jaros;ilona.kogut;79-941-85-98;true;PL;89-476
547881;Emilia;Kaczor;angelina.graczyk;50-993-30-90;true;PL;79-152
54783;Paula;Kałuża;laura.rutkowski;79-614-22-60;true;PL;68-769
759732539;Arseniusz;Kisiel;błażej.masłowski;50-533-73-85;true;PL;22-783
6801536;Julian;Rudziński;walentyn.burzyński;50-653-90-34;false;PL;73-296
62;Ksawery;Rogala;walenty.kędziora;57-134-54-21;true;PL;46-029
8530;Daniel;Czyżewski;jozue.jaśkiewicz;79-123-02-60;false;PL;57-573
888216;Prokop;Bednarek;małgorzata.cholewa;51-340-49-74;false;PL;05-300
281845789;Leonard;Krysiak;aleksy.wolak;88-591-23-37;true;PL;29-270
40239693;Joanna;Andrzejczak;edwin.niemczyk;60-946-65-96;false;PL;42-678
57126349;Zoe;Dudek;bertram.szczęsna;57-285-36-14;false;PL;53-430
957443;Aaron;Niewiadomski;kornel.leszczyński;69-168-58-74;true;PL;32-911
509118870;Wawrzyniec;Zych;olaf.sikora;51-901-61-04;false;PL;15-264
15;Karolina;Stachowicz;eliza.krupa;53-040-29-51;false;PL;45-500
977530198;Amabela;Jastrzębski;dorota.rogowski;57-883-09-29;true;PL;02-711
94369;Andrzej;Czerwiński;laura.lipka;73-971-97-95;false;PL;08-730
1554107;Leonard;Piłat;benedykt.mackiewicz;69-317-93-90;true;PL;98-098
368;Lilianna;Zdunek;gerald.rakowski;57-559-41-29;true;PL;60-932
1637093;Agrypina;Bednarek;barbara.rakowski;72-005-53-63;true;PL;24-343
27707246;Damian;Bujak;patryk.bieńkowski;78-149-37-87;true;PL;75-887
664000718;Lilia;Czajkowski;oskar.kubica;51-338-45-72;false;PL;63-431
914115395;Igor;Bogucki;józefina.kurowski;69-040-77-41;true;PL;86-961
199017;Paweł;Misiak;feliks.konieczny;78-195-59-32;true;PL;44-148
5023927;Ambroży;Bożek;eliza.lipka;88-388-53-42;true;PL;31-584
229929352;Tomasz;Wąsik;julita.kuś;73-953-21-85;true;PL;68-735
108368;Prokul;Kostrzewa;klaudia.porębski;69-979-44-31;true;PL;32-035
86465;Arseniusz;Mróz;daria.wolny;78-105-55-15;true;PL;77-032
7951;Izajasz;Świątek;roderyk.szydłowski;72-209-26-15;true;PL;90-112
982098;Kazimierz;Woś;hilary.stefaniak;53-932-75-62;true;PL;82-057
252696389;Nazary;Nowak;martyna.gruszczyński;78-271-75-02;true;PL;98-535
98048771;Bruno;Milewski;izydor.łukaszewski;78-125-84-49;true;PL;42-547
339;Eleazar;Karpiński;hanna.kasprzyk;57-006-99-88;true;PL;00-673
798093;Antonina;Kawa;emanuel.matuszewski;60-210-49-79;false;PL;21-983
72637905;Gloria;Szczęsna;herbert.wroński;60-378-81-64;false;PL;92-486
471289;Sabina;Karczewski;mateusz.kwiatkowski;72-295-83-51;false;PL;18-927
42031605;Zachary;Żurek;konrad.jackowski;53-004-70-99;true;PL;45-207
690;Łucja;Grześkowiak;emilia.malec;69-937-08-26;false;PL;71-074
6072;Roderyk;Kaszuba;teresa.czajkowski;72-010-52-86;true;PL;88-145
19;Arnold;Popławski;lea.stępień;88-280-29-00;true;PL;87-820
621837;Gabriela;Michalik;walgierz.nowaczyk;66-675-15-95;false;PL;68-768
2394003;Ginewra;Staszewski;leon.bogusz;79-687-37-38;true;PL;39-336
45586;Janusz;Krukowski;wanesa.kaczorowski;57-882-86-59;false;PL;61-212
30;Izabela;Markiewicz;natan.wojtasik;57-171-23-68;true;PL;68-088
8563;Gonsalwy;Gołąb;nikodem.kos;51-271-18-36;true;PL;55-683
6417;Anna;Kałuża;klaudiusz.kot;78-322-70-41;false;PL;90-227
2034700;Salwator;Krzyżanowski;ambroży.dudziński;79-702-87-99;false;PL;60-180
218740;Paula;Stachurski;erwin.chmielewski;50-908-36-84;false;PL;59-638
22;Melania;Frączek;diana.ratajczak;79-255-39-60;true;PL;26-940
71592227;Justyna;Trzeciak;patrycy.stankiewicz;72-746-32-46;false;PL;50-512
975269;Eliasz;Stanek;franciszek.dąbkowski;69-912-01-45;true;PL;74-468
48519842;Olaf;Nowaczyk;dorian.drzewiecki;66-999-26-36;true;PL;10-874
916825;Alfred;Majchrzak;wiktoria.duszyński;88-490-64-55;false;PL;58-154
29;Roksana;Kaleta;polikarp.kuś;66-668-79-91;true;PL;90-366
82;Krystyna;Sołtysiak;beatrycze.cichy;72-519-34-99;true;PL;51-700
620;Bruno;Frątczak;mojżesz.godlewski;50-580-13-27;false;PL;56-495
21314656;Ruta;Łukaszewski;dawid.flis;66-311-66-92;true;PL;50-127
78;Aida;Żyła;wacław.grzywacz;51-432-30-96;false;PL;74-094
94370651;Walgierz;Kaszuba;tamara.wiącek;60-454-58-68;false;PL;60-430
55830981;Fabian;Kujawa;ofelia.zając;66-098-00-27;true;PL;49-176
65067367;Walter;Karczewski;artur.pietruszka;88-962-24-18;false;PL;69-173
445449;Patrycy;Buczyński;roderyk.konieczna;57-431-66-91;false;PL;56-009
3692763;Miron;Korzeniowski;klara.zych;72-057-80-37;true;PL;76-254
78864;Łucja;Stachowicz;florian.cieślak;51-487-49-70;false;PL;54-786
347;Reginald;Jaworski;nadzieja.skowron;50-370-83-29;false;PL;41-797
39500102;Daria;Zdunek;dorota.kaczyński;50-255-61-21;false;PL;85-962
5700;Beatrycze;Witkowski;wilfryd.kita;88-558-20-51;true;PL;58-526
952;Walerian;Maciejewski;borys.michalczyk;50-623-27-09;false;PL;59-269
1508255;Dominik;Wójtowicz;eudokia.jezierski;78-611-73-79;true;PL;66-516
73110254;Kornelia;Lis;mikołaj.kaniewski;72-130-97-87;false;PL;22-180
554297;Prokul;Płonka;cyrus.walczak;69-564-10-07;true;PL;37-024
2665;Marek;Koza;karolina.więcek;73-588-71-51;true;PL;52-043
71929;Gonsalwy;Czerwiński;platon.przybyła;69-648-96-99;true;PL;41-954
739597226;Borys;Michałowski;lea.banasik;53-909-19-53;true;PL;89-069
146;Hilary;Kozieł;baldwin.majka;78-124-67-55;true;PL;20-958
1052389;Andrzej;Żak;jan.matuszewski;88-599-09-93;true;PL;87-072
13723043;Mateusz;Tomczyk;makary.sobolewski;69-874-98-20;false;PL;04-901
269;Adrian;Barański;edmund.ślusarczyk;73-389-67-06;true;PL;83-020
26513212;Modest;Stanek;michalina.szostak;78-780-72-24;true;PL;94-037
2;Kamila;Chudzik;jeremi.kiełbasa;79-163-81-17;false;PL;48-323
221193954;Beatrycze;Łuczak;tamara.przybylski;78-105-68-42;true;PL;86-245
4189;Łukasz;Flak;rachela.kmieć;53-257-39-07;false;PL;24-552
5491574;Arkady;Lenart;natalia.lesiak;78-352-74-65;false;PL;26-580
96;Hipolit;Aleksandrowicz;irena.kasperek;53-056-18-94;false;PL;63-305
57769938;Laura;Wasilewski;natalia.trzciński;57-719-51-78;true;PL;68-748
6;Patrycy;Skiba;luiza.jagielski;72-140-44-34;true;PL;68-184
416533;Gerald;Czerwiński;szymon.łuczak;73-382-87-60;true;PL;24-877
3;Aaron;Gawron;prokul.lach;73-743-50-10;true;PL;37-012
0;Eleazar;Dudziński;stella.szymkowiak;60-699-97-99;true;PL;77-856
926;Bertrand;Gajda;joachim.wąsik;66-918-03-79;false;PL;18-030
92;Wiktoria;Kmieć;gerald.łuczak;53-044-32-12;false;PL;91-267
67214;Gerald;Ratajczak;kornelia.bukowski;69-160-05-79;false;PL;03-769
65568718;Kira;Gajda;izabela.ruciński;50-277-88-47;false;PL;81-907
2;Estera;Skibiński;matylda.adamiak;72-926-77-77;false;PL;47-705
541;Cyrus;Śliwa;pelagia.wąsik;57-136-10-22;true;PL;79-129
11727147;Baldwin;Czajkowski;tamara.kołodziejski;60-591-89-37;true;PL;65-298
8499;Sergiusz;Michalak;jonatan.muszyński;78-656-13-04;false;PL;33-464
77465680;Gwido;Paluch;emanuel.czyżewski;69-780-14-85;false;PL;59-609
21059586;Ambroży;Tomala;samuel.janowski;66-250-76-99;true;PL;28-546
5552365;Filemon;Rak;ryszard.molenda;78-575-05-07;false;PL;86-526
227179001;Franciszka;Czarnecki;melania.tomczyk;79-386-39-46;true;PL;98-780
475;Karolina;Adamczyk;roman.madej;57-498-22-93;true;PL;96-924
66797;Marianna;Książek;leonid.muszyński;66-935-70-78;true;PL;67-041
88305;Anna;Broda;abraham.wilczyński;53-124-68-12;true;PL;88-543
5073437;Gracja;Wyszyński;beatrycze.szymczyk;60-842-63-17;false;PL;73-811
170206755;Edward;Cieślak;mikołaj.skoczylas;51-893-41-34;true;PL;25-088
5;Izabela;Florczak;nadzieja.szyszka;79-703-00-71;false;PL;29-031
6953;Izajasz;Madej;nadzieja.mikulski;50-782-80-86;false;PL;03-741
4354;Joachim;Tomczak;ruta.sroka;73-451-02-00;false;PL;89-838
7177778;Sergiusz;Staniszewski;ginewra.włodarczyk;60-627-32-49;true;PL;92-826
18877775;Teresa;Pawlak;onufry.gajewski;57-160-75-85;false;PL;16-051
201548793;Bertrand;Skowronek;lilia.nowak;88-001-51-91;false;PL;07-817
20638;Magnus;Marek;edyta.jastrzębski;78-074-88-61;true;PL;96-917
283464;Gwido;Czechowski;chloe.rogalski;57-561-49-73;false;PL;91-981
52146;Hilary;Witczak;aleksandra.musiał;72-402-41-79;true;PL;02-537
449441467;Julian;Pietrzak;jonatan.leśniewski;72-407-34-57;true;PL;25-688
836352667;Ansgary;Strzelecki;justyn.skalski;60-671-05-04;false;PL;38-313
553066887;Andżelika;Dąbek;kornel.jackowski;72-346-32-36;true;PL;90-663
133803;Penelopa;Długosz;lea.wojtasik;60-754-31-60;false;PL;01-163
58204;Albert;Kwiecień;andżelika.balcerzak;72-478-04-72;false;PL;52-789
199;Leonard;Grabowski;mateusz.grzybowski;51-011-09-58;true;PL;46-038
4;Bazyli;Tomala;ryszard.łapiński;79-678-97-38;false;PL;33-161
711684449;Bibiana;Jarząbek;herman.bartosik;69-088-89-63;false;PL;93-317
74204;Ofelia;Barański;tekla.kosiński;79-130-94-32;true;PL;60-740
1;Klara;Kubicki;laurenty.bober;69-381-50-52;false;PL;89-134
588;Kira;Łapiński;ksawera.banasiak;66-183-67-69;false;PL;78-990
4178;Jerzy;Janik;estera.buczyński;72-616-96-70;false;PL;67-225
418;Natan;Partyka;tamara.filipowicz;60-419-75-11;true;PL;19-404
17162;Rufina;Prokop;andrzej.budziński;60-917-09-03;false;PL;06-135
668;Aleksander;Napierała;roger.misiak;57-391-99-04;false;PL;53-240
236;Władysław;Sikorski;rajmund.bartkowiak;57-747-07-28;true;PL;70-935
64194694;Alfred;Głowacki;nadzieja.tomczak;88-079-43-70;true;PL;76-428
167169;Walery;Staszewski;dorota.dąbek;57-148-67-89;true;PL;65-118
97;Jakubina;Marszałek;gabriel.kubacki;73-146-93-15;false;PL;70-240
5621813;Dorota;Bilski;karolina.tkaczyk;79-474-87-10;true;PL;11-189
8;Hanna;Gaweł;barbara.pawlicki;50-747-83-17;true;PL;20-723
85976;Olga;Świderski;klarencjusz.sławiński;88-594-42-95;false;PL;48-891
703395005;Piotr;Maliszewski;kira.janusz;69-395-30-97;false;PL;39-814
79204;Eleonora;Chmielewski;florian.pawlikowski;69-774-25-15;true;PL;38-919
600139922;Katarzyna;Jarząbek;terencjusz.gruszczyński;60-887-10-04;true;PL;76-773
24;Agnieszka;Broda;ignacy.sikora;57-577-58-73;false;PL;40-727
93400;Lilla;Jurkowski;polikarp.gołąb;57-869-80-64;false;PL;79-265
229;Ryszard;Tkaczyk;brygida.bednarek;50-890-09-44;false;PL;90-840
77279;Ksenofont;Grzesik;oliwier.kogut;66-799-65-85;false;PL;29-829
7037792;Wilfryd;Kasperek;teodora.lisowski;69-123-16-41;true;PL;83-760
582916;Krystyna;Lech;serafin.puchalski;79-706-20-79;true;PL;37-239
238281497;Erwin;Stępień;natan.kisiel;50-607-93-97;true;PL;57-672
647412247;Konstantyn;Krakowiak;roger.janik;51-331-23-88;true;PL;23-396
86374259;Julita;Przybyła;greta.popławski;72-487-42-60;false;PL;08-427
770;Maria;Mazurkiewicz;konrad.zawada;51-488-07-26;true;PL;12-148
2;Maryna;Lis;magdalena.kalisz;88-426-03-96;false;PL;77-990
6885671;Helena;Kostecki;sylwester.rudnicki;88-072-66-75;true;PL;84-469
7269350;Henryka;Szczygieł;orestes.czyż;79-429-03-35;true;PL;73-272
434;Klemens;Kędziora;roderyk.cieśla;53-619-49-36;true;PL;13-490
63741;August;Jankowski;daniel.gruszczyński;79-314-69-57;false;PL;98-255
8;Lilia;Lasota;emil.niemczyk;53-624-05-75;false;PL;44-854
899;Włodzimierz;Michalczyk;renata.frączek;69-895-91-22;true;PL;52-788
9;Arkady;Łukasiewicz;dorota.wypych;73-793-77-26;true;PL;89-338
582385;Edyta;Kaczor;eliasz.kuczyński;53-780-11-83;false;PL;58-551
3;Kamila;Kobus;salwator.cieślik;60-410-11-24;true;PL;91-637
25;Angelina;Mielczarek;krystian.adamek;60-439-95-09;false;PL;77-805
5305432;Alfred;Robak;wiktor.baran;51-688-99-78;true;PL;38-645
428513;Gonsalwy;Niewiadomski;filip.wolny;88-541-12-66;false;PL;17-347
999229237;Walter;Jóźwik;adam.ossowski;60-221-02-28;true;PL;49-334
33719481;Sybilla;Dąbek;fryderyk.adamiec;69-174-90-68;true;PL;67-047
28771377;Innocenty;Węgrzyn;nazary.głąb;88-685-61-33;true;PL;56-066
7;Salomon;Hajduk;samuel.ślusarczyk;88-549-49-46;true;PL;47-627
299320;Wanda;Pałka;miron.jarząbek;78-236-39-30;true;PL;24-207
770;Gracja;Stankiewicz;gabriela.jaros;57-790-22-17;true;PL;63-533
753925560;Karolina;Dąbkowski;pantaleon.gruszka;60-124-43-69;false;PL;84-689
25;Paula;Więckowski;efrem.sowa;78-653-90-10;true;PL;42-515
663539648;Jeremiasz;Białas;róża.antczak;78-199-35-93;true;PL;22-787
126;Aleksander;Pawlicki;tamara.gutowski;88-339-39-44;false;PL;91-626
36;Edward;Kiełbasa;chloe.leśniak;50-671-84-51;true;PL;66-972
4373919;Modest;Wolski;maja.tarnowski;78-171-41-31;false;PL;90-750
635;Makary;Tomala;reginald.jurkowski;88-476-50-04;true;PL;56-441
2;Nadzieja;Mikołajczyk;laurencjusz.malec;66-077-13-86;true;PL;61-379
8841265;Katarzyna;Filipek;laurenty.wnuk;72-533-19-40;false;PL;77-941
255596;Beatrycze;Klimek;baldwin.janiak;73-211-94-04;true;PL;11-717
198071209;Eleonora;Zaręba;walerian.leśniak;69-922-95-84;true;PL;73-789
6826;Konstantyn;Laskowski;janusz.bogusz;53-055-21-25;true;PL;20-713
538946550;Wilhelm;Małek;agnieszka.balcerzak;79-367-44-01;false;PL;29-556
659622704;Gertruda;Kacprzak;herbert.paszkowski;51-281-27-32;true;PL;88-299
84;Damian;Michalik;serafina.rak;57-637-89-16;false;PL;20-371
7;Tymoteusz;Godlewski;filemon.trojanowski;66-912-57-73;false;PL;57-658
674062;Nestor;Jabłoński;sara.grudzień;73-659-98-50;true;PL;21-668
986258004;Tacjana;Michałek;nikola.piłat;66-276-09-22;true;PL;36-624
881696137;Żaneta;Szatkowski;jadwiga.łukasiewicz;57-152-93-72;false;PL;73-849
6;Reginald;Bednarek;marta.karwowski;69-943-90-82;true;PL;40-387
7123;Ewa;Rosiński;wilhelm.jóźwiak;79-343-70-86;true;PL;93-561
157;Olga;Kaniewski;harald.winiarski;60-508-07-90;true;PL;24-315
81449;Ferdynanda;Kucharski;klaudiusz.kubik;57-563-10-77;true;PL;90-850
50914638;Gabriel;Zalewski;teresa.smoliński;66-388-59-87;true;PL;50-231
638;Chloe;Adamowicz;brajan.andrzejczak;78-984-63-88;false;PL;60-048
73;Ambroży;Tarnowski;marcin.głogowski;88-953-26-07;true;PL;52-234
6247482;Patryk;Kuczyński;adelajda.kwieciński;53-927-91-18;false;PL;92-639
42880;Benedykt;Skiba;nina.krakowiak;69-153-67-88;false;PL;80-012
8586234;Stefan;Michalczyk;amanda.jaworski;78-758-09-08;true;PL;89-103
242292925;Orestes;Świerczyński;cecyliusz.cybulski;88-391-58-92;false;PL;08-477
9;Cyra;Komorowski;nadzieja.śliwa;88-158-40-55;false;PL;58-923
507;Kira;Kołakowski;władysław.zając;50-119-72-76;true;PL;70-090
482270548;Hanna;Morawski;szymon.dubiel;66-704-97-48;true;PL;48-310
1298;Laura;Mika;korneliusz.chmielewski;50-245-71-93;true;PL;50-790
0;Angela;Kubik;kazimierz.głąb;66-178-32-92;true;PL;21-782
4576474;Izajasz;Stankiewicz;ilona.gruszka;73-790-13-71;true;PL;01-918
65439489;Ariadna;Karwowski;zachary.stolarczyk;72-459-53-94;true;PL;99-192
6236;Hilarion;Rogala;serafina.lisiecki;60-357-59-96;true;PL;37-849
52819;Laurentyna;Czapla;zygmunt.augustyniak;66-742-55-90;false;PL;36-024
459440124;Regina;Bielecki;damian.lenart;73-166-11-54;false;PL;08-548
4848;Nazariusz;Serafin;onufry.kozak;57-117-74-47;false;PL;88-012
72366441;Franciszka;Lisiecki;izajasz.zajączkowski;88-900-91-98;true;PL;56-619
298029488;Krystian;Drozdowski;cyra.łapiński;60-235-53-52;false;PL;57-948
49;Tekla;Lis;dorota.trzeciak;69-852-69-04;false;PL;03-135
1482883;Ariadna;Zaręba;benedykt.grzesiak;60-101-73-34;false;PL;07-206
2048;Erwin;Nawrot;alicja.marczak;57-838-82-58;true;PL;56-925
788918;Walgierz;Mika;reginald.kopczyński;57-458-86-27;true;PL;23-402
408;Osmund;Kaniewski;innocenty.kwaśniewski;66-157-42-07;true;PL;56-697
4775123;Makary;Pietruszka;miron.kałuża;73-251-08-32;true;PL;40-441
9;Grzegorz;Bochenek;nadzieja.malinowski;57-847-40-60;true;PL;62-515
766695;Rozalia;Adamczyk;marta.wojtkowiak;60-304-08-57;true;PL;25-478
18016420;Filemon;Lisowski;kornelia.bąk;60-586-78-01;true;PL;78-078
37129;Antonina;Urban;bazyli.skowronek;53-430-46-84;true;PL;86-534
2482107;Dionizy;Klimek;greta.milczarek;51-394-86-50;false;PL;64-830
42419737;Miron;Chmura;brygida.wolny;57-572-03-27;true;PL;29-720
531;Zuzanna;Kuliński;arkadiusz.tomczak;57-867-27-22;false;PL;13-245
7782;Lilla;Wolny;olaf.wójcicki;60-364-01-31;false;PL;35-752
6;Ksenia;Śliwiński;pantaleon.pasternak;66-380-06-83;true;PL;76-510
55;Eleonora;Matusiak;ginewra.bochenek;60-674-54-25;true;PL;08-078
8150;Walery;Zaborowski;arystarch.górski;57-792-36-80;true;PL;27-037
9867;Wilfryd;Trojanowski;herbert.kaczyński;60-592-71-08;true;PL;27-715
9;Kwintyn;Woś;lea.juszczak;69-677-75-37;false;PL;15-292
5893652;Ksenofont;Murawski;andrzej.skalski;66-409-31-51;true;PL;12-307
64596;Ignacy;Kaczmarek;izaak.kaczmarczyk;69-052-83-99;true;PL;80-156
